VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ID	DEDUP_SUFFIX	COMPOSITE_ID
080	000100	2022012	1000009926	00276758	45317054	Komerční banka, a.s.	Ú	"Profinancování nákladů na akci"" Víceúčelový objekt Jaroměřice č.p. 202, č.p.200"	CZK	2,45	20190104	20331031	bez ručení	7000000.00 	7000000.00 	1583460.00 	518964.95 	00276758-45317054-20190104-20331031-7000000		00276758-45317054-20190104-20331031-7000000
080	000100	2022012	1000009926	00276758	45317054	Komerční banka, a.s.	Ú	Rekonstrukce č.p. 202 včetně DPH	CZK	0,65	20170227	20270331	bez ručení	10000000.00 	10000000.00 	4848960.00 	185293.59 	00276758-45317054-20170227-20270331-10000000		00276758-45317054-20170227-20270331-10000000
080	000100	2022012	1000009927	00276804	45244782	Česká spořitelna, a.s.	Ú	Kamenec u Poličky - splašková kanalizace	CZK	1,65	20180117	20421231	Není zajištěn žádným zajišťovacím prostředkem.	30000000.00 	30000000.00 	4558344.00 	1650770.80 	00276804-45244782-20180117-20421231-30000000		00276804-45244782-20180117-20421231-30000000
080	000100	2022012	1000009930	00276880	45244782	Česká spořitelna, a.s.	Ú	financování výstavby splaškové kanalizace	CZK	2,32	20181011	20401231	bez ručení	65000000.00 	65000000.00 	7459032.00 	5017323.20 	00276880-45244782-20181011-20401231-65000000		00276880-45244782-20181011-20401231-65000000
080	000100	2022012	1000009933	00276936	45244782	Česká spořitelna, a.s.	Ú	Dostavba kanalizace v obci	CZK	5,66	20091023	20311231	neručí nemovitostmi	10440000.00 	9765521.88 	8428800.00 	3671739.68 	00276936-45244782-20091023-20311231-10440000		00276936-45244782-20091023-20311231-10440000
080	000100	2022012	1000009937	00277070	45244782	Česká spořitelna, a.s.	Ú	stavba kanalizace a ČOV	CZK	1,75	20180216	20380131	bez ručení	30000000.00 	30000000.00 	5947155.00 	1333749.30 	00277070-45244782-20180216-20380131-30000000		00277070-45244782-20180216-20380131-30000000
080	000100	2022012	1000009939	00277100	45244782	Česká spořitelna, a.s.	Ú	"financování Projektu ""Odkanalizování obce Osík"""	CZK	1,65	20140515	20250630	rozpočtem	20000000.00 	20000000.00 	14871809.00 	1318003.40 	00277100-45244782-20140515-20250630-20000000		00277100-45244782-20140515-20250630-20000000
080	000100	2022012	1000009939	00277100	45244782	Česká spořitelna, a.s.	Ú	"projekt pod názvem ""Základní technická vybavenost lokality-U Cihelny,Osík"""	CZK	1,35	20200504	20301231	rozpočtem	20000000.00 	20000000.00 	4000000.00 	613111.72 	00277100-45244782-20200504-20301231-20000000		00277100-45244782-20200504-20301231-20000000
080	000100	2022012	1000009939	00277100	45244782	Česká spořitelna, a.s.	Ú	projekty realizované v roce 2018	CZK	1,4	20180308	20330228	rozpočtem	15000000.00 	3615785.00 	1118230.00 	181054.40 	00277100-45244782-20180308-20330228-15000000		00277100-45244782-20180308-20330228-15000000
080	000100	2022012	1000009939	00277100	00020729	Státní fond životního prostředí České republiky	Z	Odkanalizování obce Osík	CZK	1	20150518	20240331	nemovitosti - majetek	8873000.00 	7360065.51 	6211100.00 	240619.00 	00277100-00020729-20150518-20240331-8873000		00277100-00020729-20150518-20240331-8873000
080	000100	2022012	1000009941	00277223	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce objektu čp. 10 v Příluce	CZK	5,70	20221214	20381113	bez ručení	3500000.00 	2808032.27 	0.00 	4446.05 	00277223-45244782-20221214-20381113-3500000		00277223-45244782-20221214-20381113-3500000
080	000100	2022012	1000009942	00277231	45244782	Česká spořitelna, a.s.	Ú	Projektová dokumentace na opravu mostků	CZK	2,57	20211027	20271031	ber ručení	1500000.00 	1407835.00 	50000.00 	17950.10 	00277231-45244782-20211027-20271031-1500000		00277231-45244782-20211027-20271031-1500000
080	000100	2022012	1000009942	00277231	45244782	Česká spořitelna, a.s.	Ú	Výstavba Kanalizace a ČOV	CZK	1,3	20151126	20301130	bez ručení	5000000.00 	2973823.92 	2346372.00 	190199.10 	00277231-45244782-20151126-20301130-5000000		00277231-45244782-20151126-20301130-5000000
080	000100	2022012	1000009942	00277231	00020729	Státní fond životního prostředí České republiky	Z	Výstavba Kanalizace a ČOV	CZK	1	20141106	20251231	zástavní právo k lesnímu pozemku	3596157.89 	3596157.89 	2539758.87 	164836.00 	00277231-00020729-20141106-20251231-3596157		00277231-00020729-20141106-20251231-3596157
080	000100	2022012	1000009944	00277258	45244782	Česká spořitelna, a.s.	Ú	Financování projektur Novostavba společenského domu v obci Radiměř	CZK	2,13	20210416	20361231	bez ručení	30000000.00 	30000000.00 	0.00 	255908.50 	00277258-45244782-20210416-20361231-30000000		00277258-45244782-20210416-20361231-30000000
080	000100	2022012	1000009948	00277347	25672720	MONETA Money Bank, a.s.	Ú	refinancování rekonstrukce budovy Obecního úřadu	CZK	1,18	20210219	20301220	bez ručení	8000000.00 	8000000.00 	1435896.00 	152792.95 	00277347-25672720-20210219-20301220-8000000		00277347-25672720-20210219-20301220-8000000
080	000100	2022012	1000009951	00277380	45244782	Česká spořitelna, a.s.	Ú	Výstavba a oprava chodníků a místních komunikací v letech 2021 - 2022	CZK	1,84	20210412	20301231	neurčen	12000000.00 	8500000.00 	0.00 	80142.22 	00277380-45244782-20210412-20301231-12000000		00277380-45244782-20210412-20301231-12000000
080	000100	2022012	1000009952	00277401	45244782	Česká spořitelna, a.s.	Ú	financování investiční akce	CZK	0,75	20160414	20220531	žádné zajišťovací prostředky	3000000.00 	3000000.00 	3000000.00 	0.00 	00277401-45244782-20160414-20220531-3000000		00277401-45244782-20160414-20220531-3000000
080	000100	2022012	1000009953	00277436	45317054	Komerční banka, a.s.	Ú	spolufinancování projektu Vodovod	CZK	2,01 p.a.	20190314	20271231	bez ručení	1537000.00 	1537000.00 	596220.00 	86544.67 	00277436-45317054-20190314-20271231-1537000		00277436-45317054-20190314-20271231-1537000
080	000100	2022012	1000009956	00277487	45317054	Komerční banka, a.s.	Ú	Realizace úspor energie - Kulturní dům Telecí č.p.214	CZK	1,85	20150730	20231130	zástavní právo k nemovitosti	2500000.00 	2500000.00 	2190000.00 	224716.08 	00277487-45317054-20150730-20231130-2500000		00277487-45317054-20150730-20231130-2500000
080	000100	2022012	1000009961	00277568	45244782	Česká spořitelna, a.s.	Ú	Infrastruktura pro rodinné domy	CZK	1,7	20140813	20240630	bez ručení	2000000.00 	2000000.00 	2000000.00 	0.00 	00277568-45244782-20140813-20240630-2000000		00277568-45244782-20140813-20240630-2000000
080	000100	2022012	1000009962	00277576	45534306	ČSOB Pojišťovna, a. s., člen holdingu ČSOB	Ú	opravy budov	CZK	2,50	20151223	20251229	nemovitost	1593236.00 	1593236.00 	1133699.50 	13737.75 	00277576-45534306-20151223-20251229-1593236		00277576-45534306-20151223-20251229-1593236
080	000100	2022012	1000009962	00277576	45534306	ČSOB Pojišťovna, a. s., člen holdingu ČSOB	Ú	rekonstrukce byt. domu 81	CZK	7,36	20200506	20310425	směnka	2500000.00 	2500000.00 	296800.00 	144353.10 	00277576-45534306-20200506-20310425-2500000		00277576-45534306-20200506-20310425-2500000
080	000100	2022012	1000009962	00277576	45534306	ČSOB Pojišťovna, a. s., člen holdingu ČSOB	Ú	rekonstrukce byt. domu 81	CZK	7,56	20200506	20441025	směnka	13800000.00 	13800000.00 	10092835.10 	605812.10 	00277576-45534306-20200506-20441025-13800000		00277576-45534306-20200506-20441025-13800000
080	000100	2022012	1000009962	00277576	45534306	ČSOB Pojišťovna, a. s., člen holdingu ČSOB	Ú	soc. bytové domky	CZK	7,28	20070625	20320520	nemovitost	13609000.00 	13609000.00 	5412000.00 	354764.70 	00277576-45534306-20070625-20320520-13609000		00277576-45534306-20070625-20320520-13609000
080	000100	2022012	1000009965	00484164	45244782	Česká spořitelna, a.s.	Ú	výstavba společenského zařízení	CZK	0,8	20170106	20220531	vlastními příjmy	8000000.00 	4855285.72 	4855285.72 	141676.03 	00484164-45244782-20170106-20220531-8000000		00484164-45244782-20170106-20220531-8000000
080	000100	2022012	1000009966	00579441	45244782	Česká spořitelna, a.s.	Ú	Kanalizace a ČOV Banín	CZK	2	20130529	20240630	bez ručení	5000000.00 	4832580.27 	4250000.00 	0.00 	00579441-45244782-20130529-20240630-5000000		00579441-45244782-20130529-20240630-5000000
080	000100	2022012	1000009966	00579441	00020729	Státní fond životního prostředí České republiky	Z	Kanalozace a ČOV Banín	CZK	1	20121112	20241231	Zástavní právo k nemovitosti	3459062.20 	3221667.77 	2549753.62 	0.00 	00579441-00020729-20121112-20241231-3459062		00579441-00020729-20121112-20241231-3459062
080	000100	2022012	1000009967	00579459	45244782	Česká spořitelna, a.s.	Ú	nákup a stavební úpravy nebytové stavby	CZK	0,95	20150720	20250630	bez ručení	1000000.00 	1000000.00 	736848.00 	0.00 	00579459-45244782-20150720-20250630-1000000		00579459-45244782-20150720-20250630-1000000
080	000100	2022012	1000009967	00579459	45244782	Česká spořitelna, a.s.	Ú	výstavba 36 bytů	CZK	2,25	20070326	20321231	zástavní právo k nemovitosti	17540000.00 	17540000.00 	8686230.88 	0.00 	00579459-45244782-20070326-20321231-17540000		00579459-45244782-20070326-20321231-17540000
080	000100	2022012	1000009968	00579467	45244782	Česká spořitelna, a.s.	Ú	Technické zázemí obce	CZK	0.80	20170517	20250430	rozpočet obce	2000000.00 	1960519.00 	1363680.00 	14015.30 	00579467-45244782-20170517-20250430-2000000		00579467-45244782-20170517-20250430-2000000
080	000100	2022012	1000009968	00579467	49241494	Podpůrný a garanční rolnický a lesnický fond, a.s.	Ú	Traktor VEGA 36 HP Comfort	CZK	4	20210622	20230620	smlouva o výpůjčce	787024.00 	787024.00 	674592.00 	19734.80 	00579467-49241494-20210622-20230620-787024		00579467-49241494-20210622-20230620-787024
080	000100	2022012	1000009974	00579521	45244782	Česká spořitelna, a.s.	Ú	Modernizace sportovního areálu	CZK	1,85	20121205	20221231	příjmy rozpočtu	2700000.00 	2700000.00 	2700000.00 	0.00 	00579521-45244782-20121205-20221231-2700000		00579521-45244782-20121205-20221231-2700000
080	000100	2022012	1000009974	00579521	45244782	Česká spořitelna, a.s.	Ú	Vestavba bytových jednotek	CZK	0,87	20170301	20321231	příjmy rozpočtu	6000000.00 	6000000.00 	6000000.00 	0.00 	00579521-45244782-20170301-20321231-6000000		00579521-45244782-20170301-20321231-6000000
080	000100	2022012	1000009975	00579556	45244782	Česká spořitelna, a.s.	Ú	Koupě nemovitosti	CZK	1,51	20171215	20271210	bez zajištění	1550000.00 	1550000.00 	765600.00 	13310.10 	00579556-45244782-20171215-20271210-1550000		00579556-45244782-20171215-20271210-1550000
080	000100	2022012	1000009975	00579556	45244782	Česká spořitelna, a.s.	Ú	Víceúčelové sportoviště	CZK	0,55	20160429	20230531	bez zajištění	3000000.00 	3000000.00 	3000000.00 	441.80 	00579556-45244782-20160429-20230531-3000000		00579556-45244782-20160429-20230531-3000000
080	000100	2022012	1000009980	00579611	45244782	Česká spořitelna, a.s.	Ú	Odkanalizování obce	CZK	0,79 do 9/22, 5,45 od 10/22	20161012	20361031	žádné	10000000.00 	7127805.15 	2279088.00 	265122.90 	00579611-45244782-20161012-20361031-10000000		00579611-45244782-20161012-20361031-10000000
080	000100	2022012	1000009984	00277541	45317054	Komerční banka, a.s.	Ú	Refinancování úvěru od České spořitelny, a.s.	CZK	0,83	20200831	20240630	bez ručení	5933000.00 	5933000.00 	3805682.20 	150729.74 	00277541-45317054-20200831-20240630-5933000		00277541-45317054-20200831-20240630-5933000
080	000100	2022012	1000009984	00277541	45317054	Komerční banka, a.s.	Ú	Refinancování úvěru od České spořitelny, a.s.	CZK	1,02	20200831	20270831	bez ručení	7084000.00 	7084000.00 	2466915.00 	173787.29 	00277541-45317054-20200831-20270831-7084000		00277541-45317054-20200831-20270831-7084000
080	000100	2022012	1000009985	00276693	45244782	Česká spořitelna, a.s.	Ú	Kanalizace Chornice - II. etapa	CZK	1,41	20180524	20330630	bez ručení	13000000.00 	13000000.00 	3072732.00 	595697.30 	00276693-45244782-20180524-20330630-13000000		00276693-45244782-20180524-20330630-13000000
080	000100	2022012	1000009985	00276693	45244782	Česká spořitelna, a.s.	Ú	výstavba 2 bytových domů s 12 nájemními byty	CZK	3,24	20060816	20320430	zástavní právo k nemovitosti	6250000.00 	6250000.00 	3229061.31 	2419755.37 	00276693-45244782-20060816-20320430-6250000		00276693-45244782-20060816-20320430-6250000
080	000100	2022012	1000009986	00276707	45244782	Česká spořitelna, a.s.	Ú	nákup budovy čp. 39	CZK	5,88	20171024	20270930	nebylo sjednáno	2500000.00 	2500000.00 	1582080.00 	114045.50 	00276707-45244782-20171024-20270930-2500000		00276707-45244782-20171024-20270930-2500000
080	000100	2022012	1000009986	00276707	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce sociálních bytů	CZK	2,12	20200406	20321231	zástava nemovitosti	11500000.00 	11498729.92 	10806180.10 	114779.35 	00276707-45244782-20200406-20321231-11500000		00276707-45244782-20200406-20321231-11500000
080	000100	2022012	1000009987	00276782	45244782	Česká spořitelna, a.s.	Ú	Vodovod Jedlová	CZK	0	20170606	20280531	bez ručení	11000000.00 	11000000.00 	5280000.00 	0.00 	00276782-45244782-20170606-20280531-11000000		00276782-45244782-20170606-20280531-11000000
080	000100	2022012	1000009988	00276987	45244782	Česká spořitelna, a.s.	Ú	Stavební úpravy č.p. 246	CZK	0,84	20151103	20230930	vlastními příjmy	5000000.00 	4578528.51 	4451248.00 	5628.40 	00276987-45244782-20151103-20230930-5000000		00276987-45244782-20151103-20230930-5000000
080	000100	2022012	1000009989	00276995	45244782	Česká spořitelna, a.s.	Ú	Financování Projektu (Obnova Společenského centra)	CZK	1,75%	20210429	20310430	Peněžité dluhy dle Smlouvy o úvěru nebudou zajištěny žádnými zajišťovacími prostředky	4000000.00 	4000000.00 	296296.00 	96405.22 	00276995-45244782-20210429-20310430-4000000		00276995-45244782-20210429-20310430-4000000
080	000100	2022012	1000009989	00276995	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	0,95%	20151120	20251130	Peněžité dluhy dle Smlouvy o úvěru nebudou zajištěny žádnými zajišťovacími prostředky	2000000.00 	1953742.00 	1411788.00 	83115.90 	00276995-45244782-20151120-20251130-2000000		00276995-45244782-20151120-20251130-2000000
080	000100	2022012	1000009991	00277185	45244782	Česká spořitelna, a.s.	Ú	výstavba kanalizace	CZK	2,5	20110106	20330430	bez ručení	27000000.00 	15000000.00 	13050000.00 	1528016.40 	00277185-45244782-20110106-20330430-27000000		00277185-45244782-20110106-20330430-27000000
080	000100	2022012	1000009992	00277312	45317054	Komerční banka, a.s.	Ú	Chodníky Rychnov na Mor.- II.etapa	CZK	1M PRIBOR-pevná odch.0,35% p.a.jistiny	20200929	20220909	nesjednáno	5000000.00 	4599222.29 	4599222.29 	157920.88 	00277312-45317054-20200929-20220909-5000000		00277312-45317054-20200929-20220909-5000000
080	000100	2022012	1000009992	00277312	45317054	Komerční banka, a.s.	Ú	Refinancování úvěru ČS-na výstavbu 12ti bytových jednotek	CZK	1M PRIBOR+pev.odchylka 0,27% p.a.z jisti	20180529	20330430	nesjednáno	5166755.50 	5166755.50 	1589500.00 	235903.09 	00277312-45317054-20180529-20330430-5166755		00277312-45317054-20180529-20330430-5166755
080	000100	2022012	1000009995	00579432	45317054	Komerční banka, a.s.	Ú	"Přefinancování dotace SFŽP na akci ""Březinky - doplňující zdroj pitné vody"	CZK	0,75	20210929	20230331	Zajištění nesjednáno	1500000.00 	582225.93 	0.00 	30937.47 	00579432-45317054-20210929-20230331-1500000		00579432-45317054-20210929-20230331-1500000
080	000100	2022012	1000009999	00483869	45244782	Česká spořitelna, a.s.	Ú	bytová výstavba I. etapa	CZK	2,3	20030926	20230228	zástavní právo k nemovitostem	30000000.00 	30000000.00 	30000000.00 	18121968.45 	00483869-45244782-20030926-20230228-30000000		00483869-45244782-20030926-20230228-30000000
080	000100	2022012	1000009999	00483869	45244782	Česká spořitelna, a.s.	Ú	bytová výstavba II. etapa	CZK	2,3	20030131	20240131	zástavní právo k nemovitostem	20200000.00 	20200000.00 	18645914.05 	12312056.79 	00483869-45244782-20030131-20240131-20200000		00483869-45244782-20030131-20240131-20200000
080	000100	2022012	1000009999	00483869	45244782	Česká spořitelna, a.s.	Ú	bytová výstavba III. etapa	CZK	2,3	20040113	20300331	zástavní právo k nemovitostem	13000000.00 	13000000.00 	8372169.77 	2475174.27 	00483869-45244782-20040113-20300331-13000000		00483869-45244782-20040113-20300331-13000000
080	000100	2022012	1000009999	00483869	45244782	Česká spořitelna, a.s.	Ú	bytová výstavba IV. etapa	CZK	2,3	20061202	20310531	zástavní právo k nemovitostem	11500000.00 	11500000.00 	6904276.12 	4463175.78 	00483869-45244782-20061202-20310531-11500000		00483869-45244782-20061202-20310531-11500000
080	000100	2022012	1000009999	00483869	45244782	Česká spořitelna, a.s.	Ú	splašková kanalizace ČOV	CZK	5,44	20151103	20301231	zástavní právo k nemovitostem	14785000.00 	14732563.00 	9159312.00 	598572.83 	00483869-45244782-20151103-20301231-14785000		00483869-45244782-20151103-20301231-14785000
080	000100	2022012	1000009999	00483869	00020729	Státní fond životního prostředí České republiky	Z	splašková kanalizace ČOV	CZK	1	20121204	20250131	zástavní právo k nemovitostem	8819630.00 	8819630.00 	7018349.20 	349741.40 	00483869-00020729-20121204-20250131-8819630		00483869-00020729-20121204-20250131-8819630
